,Unnamed: 0.1,Unnamed: 0,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist
596,2043,48493,tech.energyit:fast-java-statsd-client,tech.energyit:fast-java-statsd-client:1.5,1.5,1638368206000,0,8,1,https://github.com/energyIt/fast-java-statsd-client,energyIt,fast-java-statsd-client,https://api.github.com/repos/energyIt/fast-java-statsd-client/languages,Java,True
598,2055,554828,ee.originaal.maven.plugins:individual-phases-maven-plugin,ee.originaal.maven.plugins:individual-phases-maven-plugin:1.0.2,1.0.2,1560943369000,0,3,2,https://github.com/raigok/individual-phases-maven-plugin,raigok,individual-phases-maven-plugin,https://api.github.com/repos/raigok/individual-phases-maven-plugin/languages,Java,True
602,2061,243903,com.github.vedenin.atoms:atoms-htmlparser,com.github.vedenin.atoms:atoms-htmlparser:0.1-jsoup-draft,0.1-jsoup-draft,1519941418000,0,4,1,https://github.com/Vedenin/atom-pattern,Vedenin,atom-pattern,https://api.github.com/repos/Vedenin/atom-pattern/languages,Java,True
603,2062,315686,ru.blizzed:pixabay-lib,ru.blizzed:pixabay-lib:1.0.3,1.0.3,1525710047000,0,3,3,https://github.com/BlizzedRu/Pixabay-Lib,BlizzedRu,Pixabay-Lib,https://api.github.com/repos/BlizzedRu/Pixabay-Lib/languages,Java,True
604,2063,458605,org.webframe:extjs,org.webframe:extjs:3.3.1,3.3.1,1328708751000,0,1,1,ssh://git@github.com/fqntxmqee/org.webframe.extjs,fqntxmqee,org.webframe.extjs,https://api.github.com/repos/fqntxmqee/org.webframe.extjs/languages,Java,True
606,2067,303942,fi.jubic:easyconfig-parent,fi.jubic:easyconfig-parent:0.10.0,0.10.0,1702502562000,0,5,1,https://github.com/jubicoy/easyconfig,jubicoy,easyconfig,https://api.github.com/repos/jubicoy/easyconfig/languages,Java,True
608,2078,438068,io.github.okvee:tscfg-docgen-core,io.github.okvee:tscfg-docgen-core:0.2.0,0.2.0,1517514069000,0,4,2,https://github.com/okvee/tscfg-docgen,okvee,tscfg-docgen,https://api.github.com/repos/okvee/tscfg-docgen/languages,Java,True
610,2082,73587,com.cogpunk:cogpunk-mathhammer,com.cogpunk:cogpunk-mathhammer:1.0.4,1.0.4,1634458689000,0,4,2,https://github.com/cogpunk/mathhammer,cogpunk,mathhammer,https://api.github.com/repos/cogpunk/mathhammer/languages,Java,True
611,2094,243705,com.github.vendigo:ace-test,com.github.vendigo:ace-test:1.1.1,1.1.1,1508997273000,0,25,22,git@github.com:vendigo/ace-test.git,vendigo,ace-test,https://api.github.com/repos/vendigo/ace-test/languages,Java,True
613,2111,571169,dev.mccue:jlayer-converter,dev.mccue:jlayer-converter:2024.04.19,2024.04.19,1713536645000,2,1,1,http://github.com/bowbahdoe/java-audio-stack/tree/main,bowbahdoe,java-audio-stack,https://api.github.com/repos/bowbahdoe/java-audio-stack/languages,Java,True
615,2117,113950,io.github.swsw1005:java-utils,io.github.swsw1005:java-utils:1.1.6-SNAPSHOTS,1.1.6-SNAPSHOTS,1683346508000,0,9,5,https://www.github.com/swsw1005/java-utils,swsw1005,java-utils,https://api.github.com/repos/swsw1005/java-utils/languages,Java,True
619,2128,617926,net.sf.jasperreports:jasperreports-chrome,net.sf.jasperreports:jasperreports-chrome:7.0.0,7.0.0,1718640130000,1,5,5,https://github.com/TIBCOSoftware/jasperreports,TIBCOSoftware,jasperreports,https://api.github.com/repos/TIBCOSoftware/jasperreports/languages,Java,True
620,2129,309067,com.tencentcloudapi:tencentcloud-sdk-java-drm,com.tencentcloudapi:tencentcloud-sdk-java-drm:3.1.977,3.1.977,1710235016000,0,1,1,https://github.com/TencentCloud/tencentcloud-sdk-java,TencentCloud,tencentcloud-sdk-java,https://api.github.com/repos/TencentCloud/tencentcloud-sdk-java/languages,Java,True
621,2135,481088,org.purejava:appindicator-gtk3-java,org.purejava:appindicator-gtk3-java:1.3.1,1.3.1,1684778923000,0,5,1,git@github.com:purejava/appindicator-gtk3-java.git,purejava,appindicator-gtk3-java,https://api.github.com/repos/purejava/appindicator-gtk3-java/languages,Java,True
623,2142,100621,com.github.jiconfont:jiconfont-typicons,com.github.jiconfont:jiconfont-typicons:2.0.7.1,2.0.7.1,1544804110000,61,1,1,scm:git:git@github.com:jIconFont/jiconfont-typicons.git,jIconFont,jiconfont-typicons,https://api.github.com/repos/jIconFont/jiconfont-typicons/languages,Java,True
624,2143,535229,io.github.lihewei7:ftpbox-spring-boot-starter,io.github.lihewei7:ftpbox-spring-boot-starter:1.0.5,1.0.5,1690901179000,0,4,3,https://github.com/lihewei7/ftpbox-spring-boot-starter/master,lihewei7,ftpbox-spring-boot-starter,https://api.github.com/repos/lihewei7/ftpbox-spring-boot-starter/languages,Java,True
626,2146,390886,io.github.omarchenko4j:camunda-bpm-spring-boot-starter-external-task-embedded-client,io.github.omarchenko4j:camunda-bpm-spring-boot-starter-external-task-embedded-client:0.3.0,0.3.0,1637102614000,0,2,2,https://github.com/omarchenko4j/camunda-bpm-spring-boot-starter-external-task-embedded-client,omarchenko4j,camunda-bpm-spring-boot-starter-external-task-embedded-client,https://api.github.com/repos/omarchenko4j/camunda-bpm-spring-boot-starter-external-task-embedded-client/languages,Java,True
630,2153,523199,com.github.HaneYin:base,com.github.HaneYin:base:1.0.0,1.0.0,1555420955000,0,6,6,https://github.com/HaneYin/base.git,HaneYin,base,https://api.github.com/repos/HaneYin/base/languages,Java,True
631,2154,234094,org.reaktivity:nukleus-flow.spec,org.reaktivity:nukleus-flow.spec:0.19,0.19,1622847220000,0,4,1,https://github.com/reaktivity/nukleus-flow.spec,reaktivity,nukleus-flow.spec,https://api.github.com/repos/reaktivity/nukleus-flow.spec/languages,Java,True
633,2162,288769,io.github.agdturner:agdt-java-vector3d,io.github.agdturner:agdt-java-vector3d:0.8,0.8,1630573386000,0,6,3,git@github.com:agdturner/agdt-java-vector3d.git,agdturner,agdt-java-vector3d,https://api.github.com/repos/agdturner/agdt-java-vector3d/languages,Java,True
634,2163,160618,com.facecto.code:facecto-code-pay-wechat-pay,com.facecto.code:facecto-code-pay-wechat-pay:0.3.9,0.3.9,1650083548000,0,9,7,https://github.com/facecto/facecto-code-pay-wechat-pay,facecto,facecto-code-pay-wechat-pay,https://api.github.com/repos/facecto/facecto-code-pay-wechat-pay/languages,Java,True
635,2167,383382,net.smartcosmos:smartcosmos-dao-relationships-default,net.smartcosmos:smartcosmos-dao-relationships-default:3.0.0,3.0.0,1471020753000,0,12,7,https://github.com/SMARTRACTECHNOLOGY/smartcosmos-dao-relationships-default/tree/master/,SMARTRACTECHNOLOGY,smartcosmos-dao-relationships-default,https://api.github.com/repos/SMARTRACTECHNOLOGY/smartcosmos-dao-relationships-default/languages,Java,True
636,2172,293295,org.mule.services:mule-service-oauth,org.mule.services:mule-service-oauth:1.1.1,1.1.1,1524249252000,0,10,2,https://github.com/mulesoft/mule-oauth-service,mulesoft,mule-oauth-service,https://api.github.com/repos/mulesoft/mule-oauth-service/languages,Java,True
637,2174,601850,com.mobiera.commons:stats-api,com.mobiera.commons:stats-api:2.6,2.6,1706400560000,41,6,2,https://github.com/mobiera/stats-api/tree/main,mobiera,stats-api,https://api.github.com/repos/mobiera/stats-api/languages,Java,True
638,2175,106307,am.ik.yavi:yavi,am.ik.yavi:yavi:0.14.1,0.14.1,1719668902000,0,9,4,https://github.com/making/yavi,making,yavi,https://api.github.com/repos/making/yavi/languages,Java,True
641,2191,337318,com.jdcloud.sdk:vqd,com.jdcloud.sdk:vqd:0.1.1,0.1.1,1579176395000,0,1,1,https://github.com/jdcloud-api/jdcloud-sdk-java,jdcloud-api,jdcloud-sdk-java,https://api.github.com/repos/jdcloud-api/jdcloud-sdk-java/languages,Java,True
643,2195,368559,com.genexus:gxcache-memcached,com.genexus:gxcache-memcached:4.6.7,4.6.7,1723477707000,0,3,3,https://github.com/genexuslabs/javaclasses/gxcache-memcached,genexuslabs,javaclasses,https://api.github.com/repos/genexuslabs/javaclasses/languages,Java,True
647,2228,342881,edu.iu.uits.lms:lms-canvas-viewem,edu.iu.uits.lms:lms-canvas-viewem:5.0.6,5.0.6,1690483762000,0,27,22,https://github.com/indiana-university/lms-canvas-viewem,indiana-university,lms-canvas-viewem,https://api.github.com/repos/indiana-university/lms-canvas-viewem/languages,Java,True
648,2230,177809,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent:9.18.0,9.18.0,1717483461000,0,1,1,https://github.com/sebfz1/wicket-jquery-ui,sebfz1,wicket-jquery-ui,https://api.github.com/repos/sebfz1/wicket-jquery-ui/languages,Java,True
649,2231,230631,cn.newxnet.plugins:mybatis-plugin-ext,cn.newxnet.plugins:mybatis-plugin-ext:1.1.1,1.1.1,1578480933000,0,1,1,https://github.com/bingerZhang/mybatis-plugin-ext.git,bingerZhang,mybatis-plugin-ext,https://api.github.com/repos/bingerZhang/mybatis-plugin-ext/languages,Java,True
650,2232,162121,org.mapdb:mapdb-hz-offheap,org.mapdb:mapdb-hz-offheap:3.5.A,3.5.A,1440402662000,0,3,3,git@github.com:jankotek/mapdb-hz-offheap.git,jankotek,mapdb-hz-offheap,https://api.github.com/repos/jankotek/mapdb-hz-offheap/languages,Java,True
651,2234,34282,cool.scx:scx-core,cool.scx:scx-core:3.0.2,3.0.2,1724498068000,1,8,5,https://github.com/scx567888/scx,scx567888,scx,https://api.github.com/repos/scx567888/scx/languages,Java,True
652,2241,556636,io.atomix:catalyst-parent,io.atomix:catalyst-parent:1.0.0-rc2,1.0.0-rc2,1444455738000,0,4,1,git@github.com:atomix/catalyst.git,atomix,catalyst,https://api.github.com/repos/atomix/catalyst/languages,Java,True
653,2242,96014,com.microsoft.azure:azure-mgmt-machinelearning,com.microsoft.azure:azure-mgmt-machinelearning:1.10.0-beta,1.10.0-beta,1525732560000,0,4,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
655,2247,197332,com.google.api.grpc:proto-google-cloud-dlp-v2,com.google.api.grpc:proto-google-cloud-dlp-v2:3.52.0,3.52.0,1724285272000,2,12,12,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
656,2250,275645,com.github.nikita-volkov.java:djdbc-functional-java,com.github.nikita-volkov.java:djdbc-functional-java:1.3,1.3,1489759931000,0,2,2,scm:git:git@github.com:nikita-volkov/djdbc-functional-java.git,nikita-volkov,djdbc-functional-java,https://api.github.com/repos/nikita-volkov/djdbc-functional-java/languages,Java,True
662,2273,567279,com.github.waffle.demo:waffle-spring-boot-filter3,com.github.waffle.demo:waffle-spring-boot-filter3:3.4.0,3.4.0,1715041509000,1,20,8,https://github.com/Waffle/waffle,Waffle,waffle,https://api.github.com/repos/Waffle/waffle/languages,Java,True
663,2277,556870,nl.benkhard:envio,nl.benkhard:envio:1.3,1.3,1605513419000,0,4,4,https://github.com/tcbenkhard/envio.git,tcbenkhard,envio,https://api.github.com/repos/tcbenkhard/envio/languages,Java,True
666,2292,248285,de.rub.nds:Asn1Tool,de.rub.nds:Asn1Tool:1.4.0,1.4.0,1654769423000,0,4,3,https://github.com/RUB-NDS/ASN.1-Tool/tree/master,RUB-NDS,ASN.1-Tool,https://api.github.com/repos/RUB-NDS/ASN.1-Tool/languages,Java,True
668,2295,525098,io.github.stroppycow:jfasttext,io.github.stroppycow:jfasttext:0.9.2,0.9.2,1668435349000,0,2,1,https://github.com/stroppycow/JFastText,stroppycow,JFastText,https://api.github.com/repos/stroppycow/JFastText/languages,Java,True
670,2301,547688,io.mappum:altcoinj-parent,io.mappum:altcoinj-parent:0.12.2,0.12.2,1425254491000,0,2,1,scm:git:https://github.com/mappum/altcoinj,mappum,altcoinj,https://api.github.com/repos/mappum/altcoinj/languages,Java,True
671,2302,238119,io.github.olivierlemasle.maven:plaintext-maven-plugin,io.github.olivierlemasle.maven:plaintext-maven-plugin:1.0.0,1.0.0,1475417306000,0,4,1,http://github.com/olivierlemasle/plaintext-maven-plugin,olivierlemasle,plaintext-maven-plugin,https://api.github.com/repos/olivierlemasle/plaintext-maven-plugin/languages,Java,True
672,2304,435043,com.factor18.oss:dag,com.factor18.oss:dag:0.1.0,0.1.0,1556917890000,0,3,2,https://github.com/sarat1669/dag,sarat1669,dag,https://api.github.com/repos/sarat1669/dag/languages,Java,True
676,2320,231440,io.github.wilson-he:web-boot-validation,io.github.wilson-he:web-boot-validation:1.0.2,1.0.2,1574132929000,0,7,3,https://github.com/Wilson-He/web-boot-validation,Wilson-He,web-boot-validation,https://api.github.com/repos/Wilson-He/web-boot-validation/languages,Java,True
677,2326,170354,net.kemitix.thorp:domain_2.13,net.kemitix.thorp:domain_2.13:0.9.1,0.9.1,1569694956000,0,6,4,https://github.com/kemitix/thorp,kemitix,thorp,https://api.github.com/repos/kemitix/thorp/languages,Java,True
680,2337,292751,io.confluent.kafka:connect-utils,io.confluent.kafka:connect-utils:0.0.1.28,0.0.1.28,1485322134000,0,6,2,https://github.com/jcustenborder/connect-utils,jcustenborder,connect-utils,https://api.github.com/repos/jcustenborder/connect-utils/languages,Java,True
681,2346,171849,io.github.ndviet:library-listeners,io.github.ndviet:library-listeners:23.1.11,23.1.11,1673515378000,0,3,3,https://github.com/vietnd96/test-automation-fwk/tree/master/libraries/library-listeners,vietnd96,test-automation-fwk,https://api.github.com/repos/vietnd96/test-automation-fwk/languages,Java,True
685,2357,268947,com.pragmatickm:pragmatickm-procedure-servlet-book,com.pragmatickm:pragmatickm-procedure-servlet-book:1.6.1,1.6.1,1652665654000,1,11,10,https://github.com/ao-apps/pragmatickm-procedure-servlet,ao-apps,pragmatickm-procedure-servlet,https://api.github.com/repos/ao-apps/pragmatickm-procedure-servlet/languages,Java,True
688,2368,308642,ca.mestevens.ios:xcode-project-parser,ca.mestevens.ios:xcode-project-parser:0.0.3,0.0.3,1418756893000,0,4,1,git@github.com:mestevens/xcode-project-parser.git,mestevens,xcode-project-parser,https://api.github.com/repos/mestevens/xcode-project-parser/languages,Java,True
689,2377,9722,org.powertac:factored-customer,org.powertac:factored-customer:1.9.0,1.9.0,1663964802000,0,5,3,https://github.com/powertac/powertac-server/,powertac,powertac-server,https://api.github.com/repos/powertac/powertac-server/languages,Java,True
691,2383,123794,com.yahoo.imapnio:imapnio.core,com.yahoo.imapnio:imapnio.core:5.0.15,5.0.15,1692821197000,0,7,5,https://github.com/yahoo/imapnio,yahoo,imapnio,https://api.github.com/repos/yahoo/imapnio/languages,Java,True
692,2390,388991,com.maxleap:ML-cloudcode-sdk,com.maxleap:ML-cloudcode-sdk:2.4.9,2.4.9,1483503483000,0,4,2,scm:git:https://github.com/MaxLeap/SDK-CloudCode-Java.git,MaxLeap,SDK-CloudCode-Java,https://api.github.com/repos/MaxLeap/SDK-CloudCode-Java/languages,Java,True
693,2392,479775,com.ceph:rados,com.ceph:rados:0.6.0,0.6.0,1598449205000,0,3,1,http://www.github.com/ceph/rados-java,ceph,rados-java,https://api.github.com/repos/ceph/rados-java/languages,Java,True
694,2394,178009,com.github.sisyphsu:dateparser,com.github.sisyphsu:dateparser:1.0.11,1.0.11,1663055059000,0,6,2,git@github.com:sisyphsu/dateparser.git,sisyphsu,dateparser,https://api.github.com/repos/sisyphsu/dateparser/languages,Java,True
695,2395,465883,com.exasol:small-json-files-test-fixture,com.exasol:small-json-files-test-fixture:0.1.10,0.1.10,1712761722000,0,11,9,https://github.com/exasol/small-json-files-test-fixture/small-json-files-test-fixture/,exasol,small-json-files-test-fixture,https://api.github.com/repos/exasol/small-json-files-test-fixture/languages,Java,True
696,2396,628694,io.github.awidesky:ProcessExecutor,io.github.awidesky:ProcessExecutor:0.0.34,0.0.34,1723107543000,0,2,1,https://github.com/awidesky/ProcessExecutor/tree/master,awidesky,ProcessExecutor,https://api.github.com/repos/awidesky/ProcessExecutor/languages,Java,True
697,2398,217144,com.github.mlk:miniature-queue-rabbitmq-java7,com.github.mlk:miniature-queue-rabbitmq-java7:0.0.1,0.0.1,1459503798000,0,4,2,http://github.com/mlk/miniature-queue,mlk,miniature-queue,https://api.github.com/repos/mlk/miniature-queue/languages,Java,True
698,2399,53259,org.wso2.carbon.transport:org.wso2.carbon.transport.http.netty,org.wso2.carbon.transport:org.wso2.carbon.transport.http.netty:6.0.49,6.0.49,1511151608000,0,22,18,https://github.com/wso2/carbon-transports.git,wso2,carbon-transports,https://api.github.com/repos/wso2/carbon-transports/languages,Java,True
699,2409,64563,ai.h2o:google-analytics-java,ai.h2o:google-analytics-java:1.1.2-H2O-CUSTOM,1.1.2-H2O-CUSTOM,1428703278000,0,2,1,https://github.com/h2oai/google-analytics-java,h2oai,google-analytics-java,https://api.github.com/repos/h2oai/google-analytics-java/languages,Java,True
700,2410,501237,org.jisel:jisel,org.jisel:jisel:1.2,1.2,1657853011000,0,1,1,https://github.com/mohamed-ashraf-bayor/jisel,mohamed-ashraf-bayor,jisel,https://api.github.com/repos/mohamed-ashraf-bayor/jisel/languages,Java,True
701,2414,510340,org.skife.vmware:vmrun-java-wrapper,org.skife.vmware:vmrun-java-wrapper:0.0.3,0.0.3,1333727341000,0,2,1,http://github.com/brianm/vmrun-java-wrapper/tree/master,brianm,vmrun-java-wrapper,https://api.github.com/repos/brianm/vmrun-java-wrapper/languages,Java,True
704,2423,348611,dev.sefiraat:NetworksLib,dev.sefiraat:NetworksLib:0.1.0.0,0.1.0.0,1677763072000,0,4,2,https://github.com/sefiraat/NetworksLib/tree/master,sefiraat,NetworksLib,https://api.github.com/repos/sefiraat/NetworksLib/languages,Java,True
706,2429,243517,com.jdcloud.sdk:core,com.jdcloud.sdk:core:1.2.11,1.2.11,1700050123000,24,5,5,https://github.com/jdcloud-api/jdcloud-sdk-java,jdcloud-api,jdcloud-sdk-java,https://api.github.com/repos/jdcloud-api/jdcloud-sdk-java/languages,Java,True
707,2431,186810,systems.composable:dropwizard-cassandra,systems.composable:dropwizard-cassandra:4.1.0,4.1.0,1491922090000,0,12,1,https://github.com/composable-systems/dropwizard-cassandra,composable-systems,dropwizard-cassandra,https://api.github.com/repos/composable-systems/dropwizard-cassandra/languages,Java,True
709,2435,258717,net.minidev:ovh-java-sdk-dbaaslogs,net.minidev:ovh-java-sdk-dbaaslogs:1.0.17,1.0.17,1545418455000,0,1,1,https://github.com/UrielCh/ovh-java-sdk,UrielCh,ovh-java-sdk,https://api.github.com/repos/UrielCh/ovh-java-sdk/languages,Java,True
711,2438,593848,net.reevik:shade,net.reevik:shade:0.3.0,0.3.0,1708265380000,0,5,1,scm:git:git@github.com:reevik/shade.git,reevik,shade,https://api.github.com/repos/reevik/shade/languages,Java,True
713,2441,269409,com.github.colin-lee:rpc-trace,com.github.colin-lee:rpc-trace:1.0.0,1.0.0,1445138925000,0,3,2,https://github.com/colin-lee/rpc-trace,colin-lee,rpc-trace,https://api.github.com/repos/colin-lee/rpc-trace/languages,Java,True
715,2443,596704,org.eclipse.digitaltwin.aas4j:aas4j-dataformat-core,org.eclipse.digitaltwin.aas4j:aas4j-dataformat-core:1.0.1,1.0.1,1709282802000,24,7,7,https://github.com/eclipse-digitaltwin/aas4j/tree/main/aas4j-dataformat-core,eclipse-digitaltwin,aas4j,https://api.github.com/repos/eclipse-digitaltwin/aas4j/languages,Java,True
716,2448,602065,online.zust.qcqcqc.utils:mbp-enhance,online.zust.qcqcqc.utils:mbp-enhance:1.4.2,1.4.2,1714474162000,0,5,5,https://github.com/pqcqaq/mbp-enhance,pqcqaq,mbp-enhance,https://api.github.com/repos/pqcqaq/mbp-enhance/languages,Java,True
717,2451,557325,com.microsoft.azure.datamigration.v2018_07_15_preview:azure-mgmt-datamigration,com.microsoft.azure.datamigration.v2018_07_15_preview:azure-mgmt-datamigration:1.0.0-beta-2,1.0.0-beta-2,1571712868000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
